gamedate,plus_minus_box,fg_pct,three_pa,tov,ftm,pf,w_l,oreb,dreb,min,ft_pct,fp,stl,three_ppct,fga,fta,pts,ast,fgm,three_pm,matchup,player,reb,team,blk
12/15/1999,1,57.1,1,3,0,3,L,0,3,34,-,24.1,1,0.0,14,0,16,3,8,0,CHI @ IND,Corey Benjamin,3,CHI,0
12/15/1999,10,44.4,2,0,0,2,W,1,0,19,-,17.7,2,50.0,9,0,9,1,4,1,IND vs. CHI,Travis Best,1,IND,0
12/15/1999,-14,40.0,0,3,0,4,L,1,0,19,-,3.7,0,-,5,0,4,1,2,0,CHI @ IND,Dickey Simpkins,1,CHI,0
12/15/1999,-10,80.0,4,1,2,1,L,1,2,29,66.7,38.6,1,75.0,10,3,21,8,8,3,CHI @ IND,Dedric Willoughby,3,CHI,0
12/15/1999,11,50.0,4,1,0,1,W,2,2,27,-,19.3,0,50.0,6,0,8,5,3,2,IND vs. CHI,Mark Jackson,4,IND,0
12/15/1999,7,40.0,0,1,7,2,W,1,7,31,87.5,30.6,0,-,15,8,19,2,6,0,IND vs. CHI,Rik Smits,8,IND,0
12/15/1999,0,50.0,0,1,0,3,L,0,0,15,-,4.0,1,-,2,0,2,0,1,0,CHI @ IND,Michael Ruffin,0,CHI,0
12/15/1999,-3,0.0,1,0,0,1,W,0,2,11,-,8.4,0,0.0,2,0,0,0,0,0,IND vs. CHI,Chris Mullin,2,IND,2
12/15/1999,-11,46.2,0,2,4,3,L,2,6,32,66.7,38.6,2,-,13,6,16,2,6,0,CHI @ IND,Elton Brand,8,CHI,2
12/15/1999,9,50.0,5,0,6,0,W,0,1,37,100,31.2,2,40.0,10,6,18,4,5,2,IND vs. CHI,Reggie Miller,1,IND,0
12/15/1999,8,40.0,2,2,0,0,W,2,3,15,-,12.0,1,50.0,5,0,5,0,2,1,IND vs. CHI,Sam Perkins,5,IND,0
12/15/1999,-9,0.0,0,0,0,0,L,0,0,9,-,1.5,0,-,3,0,0,1,0,0,CHI @ IND,Randy Brown,0,CHI,0
12/15/1999,4,26.7,4,2,2,2,L,0,8,43,100,29.6,3,0.0,15,2,10,2,4,0,CHI @ IND,Metta World Peace,8,CHI,0
12/15/1999,-10,50.0,1,0,0,1,W,0,0,3,-,3.0,0,100,2,0,3,0,1,1,IND vs. CHI,Jonathan Bender,0,IND,0
12/15/1999,21,60.0,1,2,8,1,W,1,3,27,80.0,43.3,3,100,10,10,21,1,6,1,IND vs. CHI,Austin Croshere,4,IND,3
12/14/1999,-11,45.5,0,1,4,1,L,4,6,36,100,37.0,1,-,11,4,14,0,5,0,IND @ TOR,Dale Davis,10,IND,3
12/14/1999,-13,12.5,1,5,4,1,L,1,3,34,100,14.8,1,0.0,8,4,6,4,1,0,IND @ TOR,Reggie Miller,4,IND,0
12/14/1999,18,50.0,1,2,2,2,W,4,7,34,100,44.2,3,100,12,2,15,6,6,1,TOR vs. IND,Charles Oakley,11,TOR,0
12/14/1999,-8,40.0,4,1,5,1,L,0,4,42,71.4,33.8,0,0.0,20,7,21,2,8,0,IND @ TOR,Jalen Rose,4,IND,2
12/14/1999,8,40.0,0,0,0,3,W,2,0,16,-,15.4,0,-,5,0,4,6,2,0,TOR vs. IND,Alvin Williams,2,TOR,0
12/14/1999,7,60.0,0,1,2,2,L,0,0,15,100,11.5,0,-,5,2,8,1,3,0,IND @ TOR,Al Harrington,0,IND,1
12/14/1999,-1,37.5,7,0,0,4,W,0,2,26,-,17.9,0,28.6,8,0,8,3,3,2,TOR vs. IND,Dee Brown,2,TOR,1
12/14/1999,-11,0.0,1,0,0,1,L,0,1,21,-,10.2,2,0.0,2,0,0,2,0,0,DAL vs. SAS,Hubert Davis,1,DAL,0
12/14/1999,1,0.0,0,0,0,0,L,0,0,4,-,0.0,0,-,1,0,0,0,0,0,DAL vs. SAS,Rick Hughes,0,DAL,0
12/14/1999,-15,55.6,3,2,4,2,L,3,7,38,80.0,37.0,0,100,18,5,27,0,10,3,DAL vs. SAS,Cedric Ceballos,10,DAL,0
12/14/1999,17,47.8,0,4,7,2,W,5,7,41,87.5,57.4,2,-,23,8,29,4,11,0,SAS @ DAL,Tim Duncan,12,SAS,2
12/14/1999,25,50.0,0,3,0,3,W,3,2,30,0.0,13.0,0,-,10,2,10,0,5,0,UTA @ WAS,Olden Polynice,5,UTA,0
12/14/1999,-3,12.5,4,1,2,1,L,0,0,21,100,9.0,1,0.0,8,2,4,0,1,0,WAS vs. UTA,Tracy Murray,0,WAS,1
12/14/1999,5,0.0,0,1,0,2,W,1,0,14,-,7.7,1,-,2,0,0,3,0,0,TOR vs. IND,Muggsy Bogues,1,TOR,0
12/14/1999,0,50.0,4,1,0,1,W,0,2,15,-,13.9,0,50.0,6,0,8,3,3,2,TOR vs. IND,Dell Curry,2,TOR,0
12/14/1999,-7,28.6,6,1,0,2,L,0,5,36,-,24.5,0,33.3,7,0,6,5,2,2,MIA @ GSW,Dan Majerle,5,MIA,2
12/14/1999,-14,33.3,0,1,0,1,L,3,4,25,-,27.9,1,-,6,0,4,3,2,0,WAS vs. UTA,Ike Austin,7,WAS,3
12/14/1999,0,-,0,1,0,0,L,0,0,2,-,2.0,0,-,0,0,0,0,0,0,WAS vs. UTA,Laron Profit,0,WAS,1
12/14/1999,-9,0.0,4,0,0,2,L,0,2,14,-,6.9,0,0.0,4,0,0,3,0,0,WAS vs. UTA,Chris Whitney,2,WAS,0
12/14/1999,2,33.3,1,1,0,2,W,1,1,10,-,3.4,0,0.0,3,0,2,0,1,0,UTA @ WAS,Quincy Lewis,2,UTA,0
12/14/1999,-16,62.5,0,1,2,3,L,4,5,30,100,24.8,0,-,8,2,12,0,5,0,WAS vs. UTA,Michael Smith,9,WAS,1
12/14/1999,2,0.0,0,0,0,0,W,0,0,6,-,0.0,0,-,2,0,0,0,0,0,UTA @ WAS,Scott Padgett,0,UTA,0
12/14/1999,1,66.7,0,2,1,4,L,2,6,20,50.0,18.6,1,-,3,2,5,0,2,0,WAS vs. UTA,Aaron Williams,8,WAS,1
12/14/1999,-6,100,0,2,0,1,L,0,6,16,0.0,15.2,1,-,2,2,4,0,2,0,WAS vs. UTA,Jahidi White,6,WAS,1
12/14/1999,-5,100,0,2,1,1,W,1,0,11,50.0,8.7,1,-,2,2,5,1,2,0,UTA @ WAS,Jacque Vaughn,1,UTA,0
12/14/1999,-12,75.0,0,2,6,0,L,0,0,32,85.7,29.5,2,-,8,7,18,5,6,0,WAS vs. UTA,Rod Strickland,0,WAS,0
12/14/1999,-6,50.0,0,3,1,1,L,1,0,11,50.0,8.7,1,-,2,2,3,1,1,0,WAS vs. UTA,Reggie Jordan,1,WAS,1
12/14/1999,0,-,0,1,2,0,L,0,2,9,100,6.4,0,-,0,2,2,2,0,0,MIA @ GSW,Rex Walters,2,MIA,0
12/14/1999,-19,45.5,0,3,2,4,L,0,1,30,50.0,11.7,0,-,11,4,12,1,5,0,WAS vs. UTA,Juwan Howard,1,WAS,0
12/14/1999,15,55.6,2,1,0,3,W,0,3,39,-,27.6,2,0.0,9,0,10,4,5,0,UTA @ WAS,Bryon Russell,3,UTA,1
12/14/1999,-6,30.0,0,2,3,0,W,5,4,26,75.0,23.8,0,-,10,4,9,2,3,0,TOR vs. IND,Kevin Willis,9,TOR,1
12/14/1999,-12,37.5,0,2,0,6,L,2,7,35,-,43.3,2,-,8,0,6,3,3,0,DAL vs. SAS,Shawn Bradley,9,DAL,6
12/14/1999,3,66.7,0,1,0,1,L,0,2,5,-,8.4,0,-,3,0,4,2,2,0,DAL vs. SAS,Sean Rooks,2,DAL,0
12/14/1999,-1,14.3,1,2,0,4,W,0,1,26,-,14.7,2,0.0,7,0,2,5,1,0,UTA @ WAS,Howard Eisley,1,UTA,0
12/14/1999,-15,40.0,1,6,5,4,L,1,3,37,83.3,23.3,0,0.0,15,6,17,5,6,0,WAS vs. UTA,Mitch Richmond,4,WAS,0
12/14/1999,23,87.5,3,0,4,2,W,0,1,31,100,31.2,2,100,8,4,21,2,7,3,UTA @ WAS,Jeff Hornacek,1,UTA,0
12/14/1999,-6,-,0,0,1,0,L,0,1,3,50.0,2.2,0,-,0,2,1,0,0,0,WAS vs. UTA,Gerard King,1,WAS,0
12/14/1999,-6,100,0,0,0,2,W,0,0,5,-,5.0,1,-,1,0,2,0,1,0,UTA @ WAS,Pete Chilcutt,0,UTA,0
12/14/1999,-4,50.0,0,3,0,2,W,3,3,18,0.0,14.2,0,-,4,1,4,0,2,0,UTA @ WAS,Greg Ostertag,6,UTA,2
12/14/1999,-12,42.9,0,3,0,2,L,1,3,23,-,15.3,0,-,14,0,12,1,6,0,DAL vs. SAS,Gary Trent,4,DAL,0
12/14/1999,-3,66.7,3,0,1,0,L,0,1,7,50.0,15.7,1,66.7,3,2,7,3,2,2,DAL vs. SAS,Damon Jones,1,DAL,0
12/14/1999,-1,50.0,2,0,0,0,W,0,0,4,-,3.0,0,50.0,2,0,3,0,1,1,SAS @ DAL,Steve Kerr,0,SAS,0
12/14/1999,-1,100,0,0,0,1,W,0,0,2,-,2.0,0,-,1,0,2,0,1,0,CLE vs. BOS,A.J. Bramlett,0,CLE,0
12/14/1999,-24,30.0,1,2,0,4,L,0,0,23,-,16.0,3,0.0,10,0,6,2,3,0,BOS @ CLE,Kenny Anderson,0,BOS,0
12/14/1999,-11,50.0,0,0,0,0,L,0,1,8,-,8.2,0,-,4,0,4,2,2,0,BOS @ CLE,Jamel Thomas,1,BOS,0
12/14/1999,-7,0.0,0,0,0,1,L,2,0,5,-,2.4,0,-,2,0,0,0,0,0,BOS @ CLE,Doug Overton,2,BOS,0
12/14/1999,25,66.7,0,1,4,3,W,0,1,24,100,18.2,1,-,6,4,12,2,4,0,CLE vs. BOS,Mark Bryant,1,CLE,0
12/14/1999,30,56.5,0,3,8,3,W,1,11,37,80.0,64.9,1,-,23,10,34,5,13,0,UTA @ WAS,Karl Malone,12,UTA,3
12/14/1999,24,50.0,1,1,0,1,W,0,3,27,-,30.1,2,100,10,0,11,7,5,1,UTA @ WAS,John Stockton,3,UTA,0
12/14/1999,3,66.7,3,1,2,4,W,0,3,25,100,16.1,0,66.7,6,2,12,1,4,2,NYK @ HOU,Chris Childs,3,NYK,0
12/14/1999,7,66.7,4,1,1,1,L,0,6,21,100,21.2,0,75.0,6,1,12,2,4,3,HOU vs. NYK,Matt Bullard,6,HOU,0
12/14/1999,1,50.0,0,0,2,1,W,0,4,20,100,19.8,1,-,4,2,6,2,2,0,NYK @ HOU,Kurt Thomas,4,NYK,1
12/14/1999,13,58.8,1,1,0,1,W,0,1,39,-,26.2,2,0.0,17,0,20,0,10,0,NYK @ HOU,Allan Houston,1,NYK,0
12/14/1999,-4,60.0,1,1,1,1,L,1,7,26,50.0,24.1,1,100,5,2,8,3,3,1,HOU vs. NYK,Carlos Rogers,8,HOU,0
12/14/1999,3,60.0,0,2,8,4,W,2,3,32,100,28.5,0,-,10,8,20,1,6,0,NYK @ HOU,Patrick Ewing,5,NYK,1
12/14/1999,3,33.3,0,1,0,1,W,1,3,9,-,11.8,1,-,3,0,2,0,1,0,NYK @ HOU,John Wallace,4,NYK,1
12/14/1999,-9,25.0,0,0,2,3,L,0,2,20,100,12.4,0,-,4,2,4,0,1,0,HOU vs. NYK,Kelvin Cato,2,HOU,2
12/14/1999,3,25.0,0,3,0,5,W,0,4,13,-,11.3,1,-,4,0,2,1,1,0,NYK @ HOU,Marcus Camby,4,NYK,1
12/14/1999,-2,-,0,0,0,0,W,0,0,1,-,0.0,0,-,0,0,0,0,0,0,NYK @ HOU,Mirsad Turkcan,0,NYK,0
12/14/1999,-15,37.5,4,3,1,1,L,1,1,45,100,20.9,1,25.0,16,1,14,3,6,1,HOU vs. NYK,Cuttino Mobley,2,HOU,0
12/14/1999,-11,41.2,3,2,5,5,L,2,2,40,83.3,33.3,1,33.3,17,6,20,5,7,1,HOU vs. NYK,Steve Francis,4,HOU,0
12/14/1999,1,50.0,2,0,1,2,L,2,4,23,50.0,22.2,0,50.0,10,2,12,0,5,1,HOU vs. NYK,Kenny Thomas,6,HOU,1
12/14/1999,-14,60.0,0,0,2,2,L,1,1,22,100,13.4,0,-,5,2,8,0,3,0,HOU vs. NYK,Thomas Hamilton,2,HOU,1
12/14/1999,8,60.0,2,4,0,1,W,0,4,24,-,21.3,3,50.0,5,0,7,3,3,1,NYK @ HOU,Charlie Ward,4,NYK,0
12/14/1999,12,33.3,4,1,0,2,W,1,4,37,-,28.5,1,50.0,12,0,10,7,4,2,NYK @ HOU,Larry Johnson,5,NYK,0
12/14/1999,-2,0.0,1,2,0,0,L,0,0,9,-,1.0,0,0.0,2,0,0,2,0,0,HOU vs. NYK,Bryce Drew,0,HOU,0
12/14/1999,11,61.5,2,0,4,3,W,0,4,40,80.0,34.3,0,100,13,5,22,5,8,2,NYK @ HOU,Latrell Sprewell,4,NYK,0
12/14/1999,0,25.0,1,0,1,3,W,0,0,13,100,9.0,1,0.0,4,1,3,2,1,0,GSW vs. MIA,Tony Farmer,0,GSW,0
12/14/1999,20,53.8,1,0,5,3,W,3,5,32,100,32.6,1,100,13,5,20,0,7,1,CLE vs. BOS,Lamond Murray,8,CLE,0
12/14/1999,23,57.1,5,3,4,2,W,1,5,42,100,50.2,3,40.0,14,4,22,10,8,2,CLE vs. BOS,Bob Sura,6,CLE,0
12/14/1999,6,60.0,5,0,0,0,W,0,3,28,-,21.6,0,60.0,10,0,15,2,6,3,CLE vs. BOS,Wesley Person,3,CLE,0
12/14/1999,-3,100,0,0,1,2,L,2,3,16,50.0,9.0,0,-,1,2,3,0,1,0,MIN @ ATL,Tom Hammonds,5,MIN,0
12/14/1999,6,30.0,3,1,0,2,L,2,3,17,-,19.5,1,33.3,10,0,7,3,3,1,MIN @ ATL,William Avery,5,MIN,0
12/14/1999,3,0.0,0,0,0,0,W,0,0,4,-,0.0,0,-,1,0,0,0,0,0,ATL vs. MIN,Anthony Johnson,0,ATL,0
12/14/1999,-8,30.0,0,0,0,1,L,0,0,21,0.0,9.0,0,-,10,1,6,0,3,0,MIN @ ATL,Wally Szczerbiak,0,MIN,1
12/14/1999,6,20.0,0,0,0,2,W,0,2,14,-,8.9,0,-,5,0,2,1,1,0,ATL vs. MIN,Chris Crawford,2,ATL,1
12/14/1999,-8,16.7,3,2,0,3,L,1,0,13,-,3.7,0,33.3,6,0,3,1,1,1,BOS @ CLE,Walter McCarty,1,BOS,0
12/14/1999,-3,50.0,3,3,0,5,L,1,2,35,-,23.1,1,33.3,14,0,15,3,7,1,MIA @ GSW,Jamal Mashburn,3,MIA,0
12/14/1999,5,50.0,0,0,1,2,L,1,3,16,100,17.8,0,-,6,1,7,2,3,0,MIA @ GSW,Clar. Weatherspoon,4,MIA,1
12/14/1999,10,42.9,4,0,0,2,W,2,5,37,0.0,32.9,1,50.0,14,2,14,5,6,2,GSW vs. MIA,Mookie Blaylock,7,GSW,0
12/14/1999,6,50.0,2,1,5,3,W,3,4,43,83.3,36.4,0,0.0,18,6,23,4,9,0,GSW vs. MIA,Chris Mills,7,GSW,0
12/14/1999,-8,55.0,0,1,4,5,L,0,7,33,40.0,48.4,0,-,20,10,26,0,11,0,MIA @ GSW,Alonzo Mourning,7,MIA,5
12/14/1999,10,50.0,6,2,1,3,W,2,3,39,50.0,46.0,2,33.3,18,2,21,10,9,2,GSW vs. MIA,John Starks,5,GSW,0
12/14/1999,9,58.3,0,1,1,4,W,1,4,25,50.0,24.5,0,-,12,2,15,3,7,0,GSW vs. MIA,Terry Cummings,5,GSW,0
12/14/1999,-3,-,0,0,0,1,W,0,1,8,-,1.2,0,-,0,0,0,0,0,0,GSW vs. MIA,Bill Curley,1,GSW,0
12/14/1999,-1,63.6,0,1,2,0,L,4,7,33,100,37.2,0,-,11,2,16,4,7,0,MIA @ GSW,P.J. Brown,11,MIA,1
12/14/1999,2,61.5,3,2,1,3,L,2,0,27,50.0,21.4,0,33.3,13,2,18,2,8,1,MIA @ GSW,Voshon Lenard,2,MIA,0
12/14/1999,-6,25.0,0,2,0,3,L,1,1,13,-,6.9,1,-,4,0,2,1,1,0,MIA @ GSW,Otis Thorpe,2,MIA,0
12/14/1999,5,50.0,0,0,7,4,W,4,8,35,87.5,36.9,1,-,8,8,15,3,4,0,GSW vs. MIA,Jason Caffey,12,GSW,0
12/14/1999,-2,28.6,0,3,1,4,W,3,1,22,25.0,9.8,1,-,7,4,5,0,2,0,GSW vs. MIA,Adonal Foyle,4,GSW,0
12/14/1999,-7,0.0,0,5,5,0,L,1,2,38,83.3,20.1,1,-,4,6,5,9,0,0,MIA @ GSW,Anthony Carter,3,MIA,0
12/14/1999,-10,37.5,2,0,0,3,W,0,2,19,-,17.4,2,0.0,8,0,6,2,3,0,GSW vs. MIA,Vonteego Cummings,2,GSW,0
12/14/1999,4,66.7,0,0,1,0,W,0,0,3,100,6.5,0,-,3,1,5,1,2,0,CLE vs. BOS,Cedric Henderson,0,CLE,0
12/14/1999,8,33.3,0,1,4,6,W,3,5,19,100,24.1,0,-,6,4,8,1,2,0,CLE vs. BOS,Ryan Stack,8,CLE,2
12/14/1999,14,36.4,0,3,2,2,W,2,4,27,100,35.2,3,-,11,2,10,8,4,0,CLE vs. BOS,Brevin Knight,6,CLE,0
12/14/1999,-8,50.0,0,0,0,2,L,0,1,23,-,7.7,0,-,2,0,2,1,1,0,DET @ PHX,Michael Curry,1,DET,1
12/14/1999,1,46.7,4,1,0,1,W,2,3,39,-,27.5,0,25.0,15,0,15,3,7,1,PHX vs. DET,Clifford Robinson,5,PHX,1
12/14/1999,16,75.0,0,2,5,5,W,2,4,32,71.4,35.7,1,-,8,7,17,1,6,0,PHX vs. DET,Oliver Miller,6,PHX,3
12/14/1999,-8,37.5,6,3,14,3,L,2,2,46,87.5,47.3,0,50.0,24,16,35,7,9,3,DET @ PHX,Jerry Stackhouse,4,DET,0
12/14/1999,-1,-,0,0,0,0,W,0,0,6,-,4.5,1,-,0,0,0,1,0,0,PHX vs. DET,Randy Livingston,0,PHX,0
12/14/1999,4,50.0,1,0,2,3,W,1,1,19,100,26.4,2,0.0,10,2,12,2,5,0,PHX vs. DET,Toby Bailey,2,PHX,1
12/14/1999,10,42.9,0,0,1,4,W,1,2,14,100,21.1,1,-,7,1,7,1,3,0,SAS @ DAL,Jerome Kersey,3,SAS,2
12/14/1999,5,100,0,0,0,1,W,1,0,22,-,17.7,1,-,6,0,12,1,6,0,SAS @ DAL,Chucky Brown,1,SAS,0
12/14/1999,11,53.3,0,1,0,0,W,0,4,31,0.0,27.3,0,-,15,2,16,5,8,0,SAS @ DAL,Avery Johnson,4,SAS,0
12/14/1999,-17,33.3,1,2,4,3,L,1,4,33,100,36.0,2,0.0,15,4,14,8,5,0,DAL vs. SAS,Robert Pack,5,DAL,0
12/14/1999,11,80.0,0,3,0,1,W,0,4,17,-,9.8,0,-,5,0,8,0,4,0,SAS @ DAL,Samaki Walker,4,SAS,0
12/14/1999,19,25.0,0,2,0,4,W,0,2,27,-,9.9,1,-,4,0,2,1,1,0,CLE vs. BOS,Andrew DeClercq,2,CLE,1
12/14/1999,-10,100,0,2,0,6,L,1,1,9,-,5.4,1,-,1,0,2,0,1,0,BOS @ CLE,Pervis Ellison,2,BOS,0
12/14/1999,6,75.0,3,2,2,2,L,2,4,31,100,28.7,1,66.7,8,2,16,3,6,2,BOS @ CLE,Adrian Griffin,6,BOS,0
12/14/1999,-8,55.6,4,4,0,3,L,0,2,35,0.0,17.9,1,50.0,9,2,12,3,5,2,HOU vs. NYK,Shandon Anderson,2,HOU,0
12/14/1999,-7,33.3,4,1,2,0,L,0,3,24,100,20.6,2,0.0,6,2,6,4,2,0,BOS @ CLE,Dana Barros,3,BOS,0
12/14/1999,-20,26.7,5,5,3,1,L,1,4,35,75.0,18.0,0,0.0,15,4,11,0,4,0,BOS @ CLE,Antoine Walker,5,BOS,2
12/14/1999,-30,42.9,2,2,6,2,L,1,2,30,85.7,20.6,0,50.0,7,7,13,4,3,1,BOS @ CLE,Eric Williams,3,BOS,0
12/14/1999,-16,42.9,0,0,4,5,L,1,6,31,66.7,36.4,0,-,14,6,16,4,6,0,BOS @ CLE,Tony Battie,7,BOS,2
12/14/1999,13,50.0,1,0,1,2,W,1,3,21,50.0,24.3,1,0.0,2,2,3,9,1,0,CLE vs. BOS,Andre Miller,4,CLE,0
12/14/1999,-8,71.4,1,0,0,4,L,0,2,30,-,20.9,1,100,7,0,11,3,5,1,BOS @ CLE,Calbert Cheaney,2,BOS,0
12/14/1999,4,63.6,0,5,2,4,W,2,3,16,100,20.0,0,-,11,2,16,0,7,0,CLE vs. BOS,Shawn Kemp,5,CLE,1
12/14/1999,7,50.0,0,1,6,3,L,6,4,24,85.7,30.5,2,-,6,7,12,1,3,0,DET @ PHX,Jerome Williams,10,DET,0
12/14/1999,-1,0.0,3,0,0,2,W,0,1,7,-,1.2,0,0.0,3,0,0,0,0,0,PHX vs. DET,Todd Day,1,PHX,0
12/14/1999,-9,0.0,1,1,0,1,L,0,0,8,-,2.0,0,0.0,1,0,0,0,0,0,DET @ PHX,Jud Buechler,0,DET,1
12/14/1999,-6,36.4,0,1,3,2,L,4,1,29,100,19.0,0,-,11,3,11,2,4,0,MIN @ ATL,Malik Sealy,5,MIN,0
12/14/1999,-14,57.9,0,2,0,3,L,1,14,44,-,77.0,7,-,19,0,22,10,11,0,MIN @ ATL,Kevin Garnett,15,MIN,1
12/14/1999,-11,0.0,0,0,0,1,L,0,0,3,-,0.0,0,-,1,0,0,0,0,0,MIN @ ATL,Bobby Jackson,0,MIN,0
12/14/1999,8,14.3,2,1,4,0,W,1,5,25,100,24.2,1,0.0,7,4,6,6,1,0,ATL vs. MIN,Jason Terry,6,ATL,0
12/14/1999,-21,14.3,3,2,0,2,L,2,1,21,-,9.1,1,33.3,7,0,3,1,1,1,DEN @ SEA,James Posey,3,DEN,0
12/14/1999,9,14.3,5,1,0,0,W,0,2,14,-,7.4,0,20.0,7,0,3,2,1,1,SEA vs. DEN,Vernon Maxwell,2,SEA,0
12/14/1999,-2,33.3,1,0,4,5,L,2,2,20,100,17.3,1,0.0,6,4,8,1,2,0,DEN @ SEA,Ryan Bowen,4,DEN,0
12/14/1999,-25,20.0,4,3,0,3,L,2,0,29,-,19.9,1,0.0,10,0,4,9,2,0,DEN @ SEA,Nick Van Exel,2,DEN,0
12/14/1999,-7,55.6,0,5,4,5,L,1,2,30,100,26.1,3,-,9,4,14,1,5,0,DEN @ SEA,Keon Clark,3,DEN,1
12/14/1999,-1,40.0,0,0,2,2,L,0,2,16,50.0,11.4,0,-,5,4,6,0,2,0,DEN @ SEA,Roy Rogers,2,DEN,1
12/14/1999,26,31.3,0,1,3,4,W,3,6,35,100,30.3,0,-,16,3,13,3,5,0,SEA vs. DEN,Vin Baker,9,SEA,1
12/14/1999,19,33.3,4,2,0,1,W,0,2,25,-,24.9,4,25.0,6,0,5,5,2,1,SEA vs. DEN,Brent Barry,2,SEA,0
12/14/1999,7,66.7,0,2,1,3,W,3,5,17,16.7,24.1,0,-,6,6,9,1,4,0,SEA vs. DEN,Jelani McCoy,8,SEA,2
12/14/1999,26,62.5,7,3,3,1,W,1,2,36,100,48.1,4,28.6,16,3,25,7,10,2,SEA vs. DEN,Gary Payton,3,SEA,0
12/14/1999,-19,26.7,0,2,1,0,L,1,1,27,50.0,13.9,1,-,15,2,9,1,4,0,DEN @ SEA,Ron Mercer,2,DEN,0
12/14/1999,17,50.0,0,1,0,1,W,1,7,28,-,26.6,0,-,6,0,6,4,3,0,SEA vs. DEN,Horace Grant,8,SEA,2
12/14/1999,-20,66.7,0,3,2,1,L,5,8,22,33.3,34.1,1,-,9,6,14,1,6,0,DEN @ SEA,Antonio McDyess,13,DEN,1
12/14/1999,1,16.7,2,1,2,2,L,1,4,14,100,19.5,2,0.0,6,2,4,3,1,0,DEN @ SEA,Cory Alexander,5,DEN,0
12/14/1999,2,75.0,0,3,0,2,W,1,0,9,-,5.7,0,-,4,0,6,1,3,0,SEA vs. DEN,Greg Foster,1,SEA,0
12/14/1999,6,40.0,4,1,0,1,W,0,1,9,-,6.7,0,25.0,5,0,5,1,2,1,SEA vs. DEN,Chuck Person,1,SEA,0
12/14/1999,3,50.0,1,0,2,2,L,0,0,10,100,4.0,0,0.0,2,2,4,0,1,0,DEN @ SEA,Bryant Stith,0,DEN,0
12/14/1999,-10,14.3,4,0,0,1,L,0,0,21,-,4.5,0,25.0,7,0,3,1,1,1,DEN @ SEA,Chauncey Billups,0,DEN,0
12/14/1999,-24,50.0,2,3,6,1,L,0,10,31,100,33.0,1,50.0,8,6,15,2,4,1,DEN @ SEA,Raef LaFrentz,10,DEN,1
12/14/1999,-1,-,0,2,4,0,W,0,3,12,66.7,19.1,3,-,0,6,4,3,0,0,SEA vs. DEN,Emanual Davis,3,SEA,0
12/14/1999,-3,33.3,0,1,2,4,W,1,0,7,28.6,7.2,0,-,3,7,4,0,1,0,SEA vs. DEN,Vladimir Stepania,1,SEA,1
12/14/1999,9,87.5,0,2,2,1,W,1,5,27,66.7,31.7,1,-,8,3,16,3,7,0,SEA vs. DEN,Ruben Patterson,6,SEA,1
12/14/1999,8,60.0,1,1,0,1,W,1,4,21,-,21.0,0,100,10,0,13,0,6,1,SEA vs. DEN,Rashard Lewis,5,SEA,1
12/14/1999,-2,30.0,2,1,3,1,L,2,1,40,100,38.1,2,50.0,20,3,16,7,6,1,MIN @ ATL,Terrell Brandon,3,MIN,1
12/14/1999,-8,54.5,3,3,2,3,L,1,0,26,100,16.2,1,33.3,11,2,15,0,6,1,MIN @ ATL,Anthony Peeler,1,MIN,0
12/14/1999,22,50.0,5,1,0,3,W,1,5,29,-,31.7,2,60.0,6,0,9,7,3,3,SAS @ DAL,Jaren Jackson,6,SAS,0
12/14/1999,6,50.0,0,3,2,5,W,3,6,22,100,22.3,1,-,8,2,10,1,4,0,SAS @ DAL,David Robinson,9,SAS,0
12/14/1999,-1,-,0,0,0,0,W,0,0,4,-,4.5,1,-,0,0,0,1,0,0,SAS @ DAL,Antonio Daniels,0,SAS,0
12/14/1999,-12,33.3,1,1,2,4,L,0,2,29,100,15.4,1,0.0,9,2,8,2,3,0,DAL vs. SAS,Dirk Nowitzki,2,DAL,0
12/14/1999,1,-,0,1,0,1,L,0,2,2,-,1.4,0,-,0,0,0,0,0,0,DAL vs. SAS,Bruno Sundov,2,DAL,0
12/14/1999,1,16.7,3,0,1,0,W,2,4,23,50.0,11.7,0,0.0,6,2,3,1,1,0,SAS @ DAL,Mario Elie,6,SAS,0
12/14/1999,4,62.5,2,4,3,5,W,2,4,22,60.0,29.2,2,50.0,8,5,14,0,5,1,PHX vs. DET,Rodney Rogers,6,PHX,2
12/14/1999,-13,33.3,2,1,4,2,L,0,2,42,80.0,23.9,0,50.0,15,5,15,5,5,1,DAL vs. SAS,Michael Finley,2,DAL,0
12/14/1999,-8,42.9,0,1,0,0,W,2,4,12,-,15.2,1,-,7,0,6,0,3,0,LAL vs. LAC,Devean George,6,LAL,0
12/14/1999,20,42.9,1,0,1,0,W,6,2,22,33.3,28.6,2,0.0,7,3,7,4,3,0,LAL vs. LAC,Robert Horry,8,LAL,0
12/14/1999,-16,40.0,4,4,2,0,L,1,6,36,40.0,34.4,2,50.0,10,5,12,8,4,2,LAC @ LAL,Troy Hudson,7,LAC,0
12/14/1999,11,37.5,0,1,0,3,W,1,2,22,0.0,16.1,0,-,8,1,6,1,3,0,LAL vs. LAC,Rick Fox,3,LAL,2
12/14/1999,2,75.0,2,1,0,3,L,0,2,14,-,8.4,0,50.0,4,0,7,0,3,1,IND @ TOR,Sam Perkins,2,IND,0
